entrez	target gene	target probe	source probe	Score
10898	CPSF4	206688_s_at	229101_at	0.018068
644656	LOC644656	229870_at	228685_at	0.018061
919	CD247	210031_at	229295_at	0.018055
400891	LRRC74B	1569213_at	205707_at	0.018042
170393	C10orf91	1553880_at	229101_at	0.017929
56133	PCDHB2	231725_at	228685_at	0.017852
171391	LOC171391	1553943_at	229295_at	0.017841
101928405	LOC101928405	1564323_at	205707_at	0.017785
64506	CPEB1	222903_s_at	229295_at	0.017776
79136	LY6G6E	221338_at	205707_at	0.017772
440021	KRTAP5-2	1566218_at	205707_at	0.017738
254312	LINC00710	231421_at	205707_at	0.017733
285987	DLX6-AS1	230882_at	205707_at	0.017732
54734	RAB39A	1554800_at	229295_at	0.017731
541578	CXorf40B	214112_s_at	228685_at	0.017722
91966	CXorf40A	214112_s_at	228685_at	0.017722
400952	LINC01121	1562601_at	229295_at	0.017708
80868	HCG4B	215973_at	205707_at	0.017691
90625	ERVH48-1	232191_at	229295_at	0.017685
56062	KLHL4	214591_at	228685_at	0.017653
100288139	PIH2	234426_x_at	205707_at	0.017637
11245	GPR176	206673_at	228685_at	0.017633
149420	PDIK1L	227255_at	229101_at	0.017597
84627	ZNF469	230440_at	229101_at	0.017535
2072	ERCC4	235215_at	229101_at	0.017517
55259	CASC1	220168_at	229295_at	0.017514
1381	CRABP1	205350_at	205707_at	0.017436
55166	CENPQ	219294_at	229101_at	0.017424
376940	ZC3H6	227809_at	229295_at	0.017301
1181	CLCN2	213499_at	228685_at	0.017288
101929651	LINC01398	1568938_at	229101_at	0.017287
442421	PTGER4P2-CDK2AP2P2	217158_at	228685_at	0.017277
131096	KCNH8	1552742_at	205707_at	0.017233
10816	SPINT3	215503_at	205707_at	0.017217
101929180	LOC101929180	234506_at	229295_at	0.017198
388419	BTBD17	230445_at	205707_at	0.017176
54901	CDKAL1	214877_at	229101_at	0.017144
84336	TMEM101	225004_at	229295_at	0.017092
340419	RSPO2	1554012_at	229295_at	0.017056
285231	FBXW12	1564138_at	228685_at	0.017041
80035	ANP32A-IT1	220710_at	228685_at	0.017020
84701	COX4I2	232761_at	205707_at	0.016984
79731	NARS2	219217_at	228685_at	0.016980
253573	LOC253573	1557871_at	229101_at	0.016966
399716	LOC399716	1559756_at	205707_at	0.016948
3619	INCENP	219769_at	229295_at	0.016922
154386	LINC01600	1553363_at	229295_at	0.016891
590	BCHE	205433_at	205707_at	0.016889
6736	SRY	207893_at	229295_at	0.016873
100271832	LOC100271832	1556999_at	228685_at	0.016871
653240	KRTAP4-11	234633_at	205707_at	0.016818
149465	CFAP57	1553425_at	229101_at	0.016776
5980	REV3L	208070_s_at	229101_at	0.016733
26011	TENM4	213273_at	205707_at	0.016708
