entrez	target gene	target probe	source probe	Score
25980	AAR2	218089_at	207334_s_at	0.234650
196792	FAM24B	231146_at	208944_at	0.234648
3656	IRAK2	231779_at	208944_at	0.234641
56623	INPP5E	204706_at	208944_at	0.234613
5382	PMS2P4	215192_at	208944_at	0.234561
55582	KIF27	232514_at	208944_at	0.234525
10007	GNPDA1	202382_s_at	208944_at	0.234520
153733	CCDC112	235208_at	208944_at	0.234514
79893	GGNBP2	218079_s_at	208944_at	0.234471
101929747	LOC101929747	1569520_at	208944_at	0.234386
10772	SRSF10	225348_at	207334_s_at	0.234341
51021	MRPS16	218046_s_at	207334_s_at	0.234236
11238	CA5B	214082_at	208944_at	0.234173
26586	CKAP2	1554264_at	207334_s_at	0.234138
5547	PRCP	201494_at	208944_at	0.234138
10733	PLK4	204887_s_at	207334_s_at	0.234076
7539	ZFP37	207068_at	208944_at	0.234049
199857	ALG14	1553954_at	207334_s_at	0.234046
114915	EPB41L4A-AS1	225698_at	208944_at	0.234035
952	CD38	205692_s_at	208944_at	0.234004
92283	ZNF461	232391_at	207334_s_at	0.233995
84138	SLC7A6OS	232057_at	208944_at	0.233995
5590	PRKCZ	202178_at	208944_at	0.233931
253558	LCLAT1	226996_at	208944_at	0.233923
84276	NICN1	223442_at	208944_at	0.233910
9175	MAP3K13	211083_s_at	207334_s_at	0.233870
57171	DOLPP1	221817_at	207334_s_at	0.233750
7753	ZNF202	204329_s_at	207334_s_at	0.233732
51684	SUFU	222749_at	208944_at	0.233551
58986	TMEM8A	221882_s_at	208944_at	0.233546
55839	CENPN	219555_s_at	207334_s_at	0.233535
10072	DPP3	232510_s_at	208944_at	0.233510
55510	DDX43	220004_at	208944_at	0.233472
254863	TMEM256	227063_at	208944_at	0.233410
3587	IL10RA	204912_at	208944_at	0.233410
11078	TRIOBP	1552334_at	208944_at	0.233357
1908	EDN3	208399_s_at	208944_at	0.233322
84163	GTF2IRD2	228765_at	208944_at	0.233177
29959	NRBP1	217765_at	207334_s_at	0.233152
25813	SAMM50	201570_at	208944_at	0.233054
83855	KLF16	226328_at	207334_s_at	0.232976
6041	RNASEL	221287_at	207334_s_at	0.232904
80896	NPL	221210_s_at	207334_s_at	0.232898
101929728	LOC101929728	241078_at	208944_at	0.232858
339665	SLC35E4	241078_at	208944_at	0.232858
498	ATP5A1	213738_s_at	208944_at	0.232853
23265	EXOC7	212026_s_at	208944_at	0.232824
327	APEH	201284_s_at	208944_at	0.232822
25962	KIAA1429	238818_at	207334_s_at	0.232802
100506668	NRAV	238854_at	208944_at	0.232797
83729	INHBE	210587_at	207334_s_at	0.232793
104	ADARB1	203865_s_at	208944_at	0.232783
3092	HIP1	205425_at	208944_at	0.232712
93589	CACNA2D4	228083_at	208944_at	0.232670
80205	CHD9	229586_at	208944_at	0.232622
2475	MTOR	202288_at	208944_at	0.232617
7159	TP53BP2	203120_at	208944_at	0.232589
6566	SLC16A1	202234_s_at	207334_s_at	0.232551
440993	LINC00969	1557293_at	208944_at	0.232496
440307	TTLL13P	1568843_at	207334_s_at	0.232494
90580	C19orf52	231901_at	208944_at	0.232492
285961	SEPT7P9	1556222_at	207334_s_at	0.232437
53838	C11orf24	52164_at	208944_at	0.232410
55003	PAK1IP1	218886_at	208944_at	0.232365
3007	HIST1H1D	214537_at	207334_s_at	0.232287
23074	UHRF1BP1L	1554291_at	208944_at	0.232245
4629	MYH11	228133_s_at	207334_s_at	0.232235
22882	ZHX2	203556_at	207334_s_at	0.232235
55863	TMEM126B	221622_s_at	208944_at	0.232197
4343	MOV10	233917_s_at	208944_at	0.232179
117246	FTSJ3	218103_at	208944_at	0.232163
27236	ARFIP1	214483_s_at	207334_s_at	0.232147
84820	POLR2J4	222208_s_at	207334_s_at	0.232140
57666	FBRSL1	225703_at	208944_at	0.232131
2644	GCHFR	204867_at	208944_at	0.232102
10838	ZNF275	225382_at	208944_at	0.232061
11254	SLC6A14	219795_at	207334_s_at	0.232037
55071	C9orf40	222781_s_at	207334_s_at	0.231862
100500810	MIR3620	200065_s_at	208944_at	0.231786
375	ARF1	200065_s_at	208944_at	0.231786
101929597		229192_s_at	207334_s_at	0.231773
617	BCS1L	207618_s_at	207334_s_at	0.231737
57496	MKL2	218259_at	208944_at	0.231707
11096	ADAMTS5	1558636_s_at	207334_s_at	0.231703
85441	HELZ2	228230_at	207334_s_at	0.231595
474383	F8A2	203274_at	208944_at	0.231461
474384	F8A3	203274_at	208944_at	0.231461
8263	F8A1	203274_at	208944_at	0.231461
2157	F8	205756_s_at	207334_s_at	0.231386
56832	IFNK	224093_at	207334_s_at	0.231354
10263	CDK2AP2	203252_at	208944_at	0.231320
54094		1559028_at	208944_at	0.231291
79913	ACTR5	222147_s_at	208944_at	0.231261
8880	FUBP1	203091_at	207334_s_at	0.231248
146862	UNC45B	235261_at	208944_at	0.231218
59274	MESDC1	1556321_a_at	208944_at	0.231176
176	ACAN	1554950_at	207334_s_at	0.231086
2491	CENPI	214804_at	207334_s_at	0.231078
64223	MLST8	220587_s_at	207334_s_at	0.231050
80319	CXXC4	220277_at	207334_s_at	0.231048
64333	ARHGAP9	224451_x_at	207334_s_at	0.231042
8650	NUMB	230462_at	208944_at	0.231039
374354	NHLRC2	219353_at	208944_at	0.230991
23107	MRPS27	212145_at	208944_at	0.230979
149076	ZNF362	226820_at	208944_at	0.230965
378108	TRIM74	1554182_at	207334_s_at	0.230887
5702	PSMC3	201267_s_at	208944_at	0.230829
83872	HMCN1	235944_at	207334_s_at	0.230828
9871	SEC24D	215209_at	208944_at	0.230743
